,train_loss,best_val_loss,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/batch_size,config/drop_out,config/epochs,config/hidden_size,config/lr,config/num_features,config/num_layers,config/patience,logdir
0,"tensor(0.6919, requires_grad=True)",0.4928241211473941,49.86475038528442,False,1,108111cd,2023-11-29_18-49-51,1701305391,49.86475038528442,4099754,Slade-173477,10.2.219.10,49.86475038528442,1,8.116262258099887,0.4802857225639665,500,146.6667944204696,0.05990598257128396,1,3.248149123539492,8.64373149647393,"/home/sgupta/WORK/Triplevel_transformer_model/baselines/hyperparameter_search/experiment_mcdo_data2/train_mcdo_108111cd_1_batch_size=8.1163,drop_out=0.4803,epochs=500,hidden_size=146.6668,lr=0.0599,num_features=1,num_layers=3.2481_2023-11-29_18-48-53"
1,"tensor(1.0284, requires_grad=True)",0.4928218137897202,575.0534582138062,False,1,2b9b3f1d,2023-11-29_18-58-45,1701305925,575.0534582138062,4100155,Slade-173477,10.2.219.10,575.0534582138062,1,2.1035886311957896,0.4464704583099741,500,120.62188733689855,0.07083645052182495,1,2.1646759543664196,48.52558275593772,"/home/sgupta/WORK/Triplevel_transformer_model/baselines/hyperparameter_search/experiment_mcdo_data2/train_mcdo_2b9b3f1d_2_batch_size=2.1036,drop_out=0.4465,epochs=500,hidden_size=120.6219,lr=0.0708,num_features=1,num_layers=2.1647_2023-11-29_18-49-01"
2,"tensor(0.5001, requires_grad=True)",0.4928191148042679,139.14217591285706,False,1,f69415b1,2023-11-29_18-51-40,1701305500,139.14217591285706,4100228,Slade-173477,10.2.219.10,139.14217591285706,1,16.816410175208013,0.18493564427131048,500,37.183168474213026,0.01842211053435804,1,4.433937943676302,26.713065149979656,"/home/sgupta/WORK/Triplevel_transformer_model/baselines/hyperparameter_search/experiment_mcdo_data2/train_mcdo_f69415b1_3_batch_size=16.8164,drop_out=0.1849,epochs=500,hidden_size=37.1832,lr=0.0184,num_features=1,num_layers=4.4339_2023-11-29_18-49-10"
3,"tensor(0.6307, requires_grad=True)",0.4914727560474199,158.2880642414093,False,1,e7564b46,2023-11-29_18-52-07,1701305527,158.2880642414093,4100297,Slade-173477,10.2.219.10,158.2880642414093,1,9.206955354200199,0.21649165607921678,500,122.75872604975352,0.01403543667913898,1,4.337157188281745,18.951730321390894,"/home/sgupta/WORK/Triplevel_transformer_model/baselines/hyperparameter_search/experiment_mcdo_data2/train_mcdo_e7564b46_4_batch_size=9.2070,drop_out=0.2165,epochs=500,hidden_size=122.7587,lr=0.0140,num_features=1,num_layers=4.3372_2023-11-29_18-49-20"
4,"tensor(0.4834, requires_grad=True)",0.4926692802007957,21.46379828453064,False,1,f0a67c0b,2023-11-29_18-50-01,1701305401,21.46379828453064,4100384,Slade-173477,10.2.219.10,21.46379828453064,1,9.665329700123683,0.41407038455720546,500,40.735082649513586,0.0514720203975198,1,6.73931655089634,3.2760702232798886,"/home/sgupta/WORK/Triplevel_transformer_model/baselines/hyperparameter_search/experiment_mcdo_data2/train_mcdo_f0a67c0b_5_batch_size=9.6653,drop_out=0.4141,epochs=500,hidden_size=40.7351,lr=0.0515,num_features=1,num_layers=6.7393,_2023-11-29_18-49-29"
5,"tensor(0.5873, requires_grad=True)",0.4924338656271289,433.1142761707306,False,1,ca1b6459,2023-11-29_18-57-00,1701305820,433.1142761707306,4100456,Slade-173477,10.2.219.10,433.1142761707306,1,12.54335218612733,0.16820964947491662,500,13.945267004070624,0.094893665171608,1,9.725056264596475,40.6114700577066,"/home/sgupta/WORK/Triplevel_transformer_model/baselines/hyperparameter_search/experiment_mcdo_data2/train_mcdo_ca1b6459_6_batch_size=12.5434,drop_out=0.1682,epochs=500,hidden_size=13.9453,lr=0.0949,num_features=1,num_layers=9.7251_2023-11-29_18-49-40"
6,"tensor(0.5965, requires_grad=True)",0.4922450044956393,77.41802835464478,False,1,1398307c,2023-11-29_18-51-09,1701305469,77.41802835464478,4099754,Slade-173477,10.2.219.10,77.41802835464478,1,6.787661614294043,0.13906884560255356,500,137.1623722759192,0.044071234124586176,1,2.9763058787582306,25.263668595452238,"/home/sgupta/WORK/Triplevel_transformer_model/baselines/hyperparameter_search/experiment_mcdo_data2/train_mcdo_1398307c_7_batch_size=6.7877,drop_out=0.1391,epochs=500,hidden_size=137.1624,lr=0.0441,num_features=1,num_layers=2.9763_2023-11-29_18-49-47"
7,"tensor(0.5722, requires_grad=True)",0.492824785134012,830.9247443675995,False,1,a931cfe8,2023-11-29_19-03-52,1701306232,830.9247443675995,4100384,Slade-173477,10.2.219.10,830.9247443675995,1,1.6533819011891495,0.4637281608315128,500,52.49721633840337,0.0662859762069628,1,4.493688608715288,26.48333303771273,"/home/sgupta/WORK/Triplevel_transformer_model/baselines/hyperparameter_search/experiment_mcdo_data2/train_mcdo_a931cfe8_8_batch_size=1.6534,drop_out=0.4637,epochs=500,hidden_size=52.4972,lr=0.0663,num_features=1,num_layers=4.4937,_2023-11-29_18-49-51"
8,"tensor(0.3693, requires_grad=True)",0.4926447312419231,1022.7162652015686,False,1,87a7545d,2023-11-29_19-07-11,1701306431,1022.7162652015686,4100566,Slade-173477,10.2.219.10,1022.7162652015686,1,11.387495307522313,0.17394178221021084,500,193.94734092514716,0.07753576905377535,1,9.515991532513514,44.84654017095479,"/home/sgupta/WORK/Triplevel_transformer_model/baselines/hyperparameter_search/experiment_mcdo_data2/train_mcdo_87a7545d_9_batch_size=11.3875,drop_out=0.1739,epochs=500,hidden_size=193.9473,lr=0.0775,num_features=1,num_layers=9.516_2023-11-29_18-50-01"
9,"tensor(0.5615, requires_grad=True)",0.4924617423982677,65.80762434005737,False,1,18811c3a,2023-11-29_18-51-22,1701305482,65.80762434005737,4100599,Slade-173477,10.2.219.10,65.80762434005737,1,12.360099597410617,0.4687496940092467,500,18.61000790833198,0.019678687955672604,1,2.3618183112843045,16.94118620739995,"/home/sgupta/WORK/Triplevel_transformer_model/baselines/hyperparameter_search/experiment_mcdo_data2/train_mcdo_18811c3a_10_batch_size=12.3601,drop_out=0.4687,epochs=500,hidden_size=18.6100,lr=0.0197,num_features=1,num_layers=2.361_2023-11-29_18-50-08"
